family_id,region,survey_type,satisfied_with_services,satisfied_case_management,involved_in_service_planning,gets_needed_information,services_meet_needs,respite_access_adequate,community_connections_support,would_recommend_services
FAM-01823,Mohawk Valley,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-01824,New York City,Child Family Survey,1,0,0,1,0,1,1,0
FAM-01825,Central New York,Family/Guardian Survey,1,1,1,1,1,0,1,0
FAM-01826,Long Island,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-01827,Western New York,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-01828,Western New York,Child Family Survey,1,0,1,0,1,1,0,1
FAM-01829,Hudson Valley,Adult Family Survey,1,0,1,1,1,1,0,1
FAM-01830,Finger Lakes,Adult Family Survey,0,1,1,1,1,1,0,0
FAM-01831,Long Island,Family/Guardian Survey,1,1,0,0,0,1,1,1
FAM-01832,Mohawk Valley,Child Family Survey,1,1,1,1,0,0,0,1
FAM-01833,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01834,Southern Tier,Family/Guardian Survey,1,1,1,1,0,0,1,1
FAM-01835,Hudson Valley,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01836,Finger Lakes,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01837,Long Island,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-01838,New York City,Child Family Survey,1,1,1,0,1,0,0,1
FAM-01839,Western New York,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01840,Hudson Valley,Family/Guardian Survey,1,0,1,1,1,1,1,0
FAM-01841,Long Island,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-01842,Western New York,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01843,Long Island,Child Family Survey,0,1,0,1,1,0,1,1
FAM-01844,Long Island,Adult Family Survey,0,1,1,1,0,1,0,1
FAM-01845,New York City,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01846,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01847,Capital Region,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01848,Mohawk Valley,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01849,Hudson Valley,Adult Family Survey,1,1,0,0,1,0,0,1
FAM-01850,New York City,Family/Guardian Survey,1,1,1,1,0,1,0,1
FAM-01851,Central New York,Family/Guardian Survey,1,0,1,1,1,0,1,0
FAM-01852,Western New York,Adult Family Survey,0,1,1,0,1,1,0,0
FAM-01853,Long Island,Child Family Survey,1,0,0,1,0,0,0,1
FAM-01854,Western New York,Adult Family Survey,0,1,1,0,1,0,0,1
FAM-01855,New York City,Family/Guardian Survey,1,0,1,1,1,1,0,1
FAM-01856,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01857,Southern Tier,Adult Family Survey,0,0,1,0,1,0,1,1
FAM-01858,Hudson Valley,Child Family Survey,0,1,1,0,1,1,1,1
FAM-01859,Southern Tier,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01860,Southern Tier,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-01861,New York City,Child Family Survey,1,1,1,1,0,1,1,0
FAM-01862,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01863,Mohawk Valley,Family/Guardian Survey,1,1,1,1,1,0,0,0
FAM-01864,Western New York,Adult Family Survey,1,1,1,0,0,1,0,0
FAM-01865,Long Island,Child Family Survey,1,1,1,0,1,0,1,1
FAM-01866,Mohawk Valley,Child Family Survey,0,1,1,1,1,0,1,0
FAM-01867,Capital Region,Adult Family Survey,1,1,1,0,0,0,0,0
FAM-01868,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01869,New York City,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01870,Long Island,Adult Family Survey,0,0,1,1,1,0,1,0
FAM-01871,Western New York,Adult Family Survey,1,0,0,1,1,1,0,0
FAM-01872,Long Island,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01873,New York City,Adult Family Survey,1,1,0,1,1,1,0,1
FAM-01874,Long Island,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01875,New York City,Adult Family Survey,0,1,0,1,1,1,0,1
FAM-01876,Western New York,Family/Guardian Survey,1,1,0,0,1,1,0,1
FAM-01877,New York City,Child Family Survey,1,0,1,0,1,0,1,1
FAM-01878,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01879,Capital Region,Adult Family Survey,0,0,1,1,1,0,1,0
FAM-01880,Capital Region,Family/Guardian Survey,1,1,0,1,1,0,0,0
FAM-01881,Hudson Valley,Family/Guardian Survey,0,0,1,1,1,1,1,1
FAM-01882,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-01883,Long Island,Adult Family Survey,1,0,1,1,1,0,1,0
FAM-01884,North Country,Adult Family Survey,0,0,1,0,1,1,1,1
FAM-01885,Hudson Valley,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01886,Central New York,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-01887,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01888,Southern Tier,Adult Family Survey,0,1,1,1,0,1,1,1
FAM-01889,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01890,North Country,Adult Family Survey,1,1,1,0,1,0,0,0
FAM-01891,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-01892,Capital Region,Child Family Survey,1,1,1,0,0,0,1,0
FAM-01893,Mohawk Valley,Adult Family Survey,1,1,1,0,1,0,1,0
FAM-01894,Capital Region,Family/Guardian Survey,0,0,1,1,0,1,1,0
FAM-01895,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01896,Western New York,Family/Guardian Survey,1,1,1,1,0,0,1,1
FAM-01897,Central New York,Adult Family Survey,1,1,1,1,0,1,0,0
FAM-01898,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01899,Hudson Valley,Family/Guardian Survey,0,1,1,0,0,1,0,1
FAM-01900,Finger Lakes,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01901,New York City,Family/Guardian Survey,0,1,1,0,1,1,1,0
FAM-01902,Capital Region,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01903,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01904,Mohawk Valley,Child Family Survey,0,0,1,0,1,0,0,1
FAM-01905,New York City,Adult Family Survey,0,1,1,0,1,1,1,0
FAM-01906,Mohawk Valley,Adult Family Survey,1,0,1,1,0,0,0,1
FAM-01907,Hudson Valley,Family/Guardian Survey,1,0,0,1,1,1,0,1
FAM-01908,New York City,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-01909,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01910,New York City,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01911,New York City,Adult Family Survey,0,1,0,0,1,0,1,0
FAM-01912,Finger Lakes,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-01913,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01914,Western New York,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01915,Western New York,Adult Family Survey,1,0,1,1,0,1,1,1
FAM-01916,Hudson Valley,Child Family Survey,1,1,0,0,0,0,1,1
FAM-01917,Capital Region,Family/Guardian Survey,1,1,1,1,1,1,0,0
FAM-01918,Finger Lakes,Child Family Survey,1,1,0,0,1,0,1,1
FAM-01919,Capital Region,Adult Family Survey,0,0,1,1,0,1,1,0
FAM-01920,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01921,Hudson Valley,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-01922,Long Island,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01923,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01924,Western New York,Family/Guardian Survey,0,1,1,0,0,0,1,1
FAM-01925,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01926,New York City,Adult Family Survey,1,1,0,0,1,1,1,1
FAM-01927,Central New York,Child Family Survey,1,0,1,1,1,1,1,1
FAM-01928,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01929,Capital Region,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01930,Mohawk Valley,Adult Family Survey,1,1,1,1,0,1,0,1
FAM-01931,Mohawk Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01932,New York City,Family/Guardian Survey,1,1,0,1,1,1,0,1
FAM-01933,Central New York,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01934,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01935,Western New York,Child Family Survey,1,1,1,0,0,0,0,1
FAM-01936,Hudson Valley,Child Family Survey,0,0,1,0,0,1,1,1
FAM-01937,Hudson Valley,Child Family Survey,0,1,1,0,0,1,0,1
FAM-01938,New York City,Child Family Survey,1,1,1,0,1,0,1,1
FAM-01939,Hudson Valley,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01940,New York City,Child Family Survey,1,1,1,0,1,0,0,1
FAM-01941,Hudson Valley,Adult Family Survey,0,1,1,1,1,0,0,1
FAM-01942,Hudson Valley,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01943,Mohawk Valley,Family/Guardian Survey,1,0,1,0,0,1,1,1
FAM-01944,Finger Lakes,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-01945,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01946,Mohawk Valley,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01947,Finger Lakes,Child Family Survey,0,0,1,1,1,1,1,1
FAM-01948,Western New York,Family/Guardian Survey,1,0,1,0,1,0,0,1
FAM-01949,Western New York,Family/Guardian Survey,0,1,1,0,0,0,0,1
FAM-01950,Central New York,Child Family Survey,0,1,1,1,1,1,1,1
FAM-01951,Hudson Valley,Adult Family Survey,1,1,1,1,0,0,1,0
FAM-01952,Finger Lakes,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-01953,Long Island,Child Family Survey,1,1,0,1,0,1,0,1
FAM-01954,Western New York,Family/Guardian Survey,1,1,1,0,0,0,1,1
FAM-01955,Hudson Valley,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-01956,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,0,1,0
FAM-01957,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01958,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01959,Finger Lakes,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-01960,Long Island,Adult Family Survey,1,1,0,0,1,0,0,1
FAM-01961,Southern Tier,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01962,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01963,Finger Lakes,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-01964,Hudson Valley,Child Family Survey,1,1,1,1,1,0,1,0
FAM-01965,Finger Lakes,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01966,Capital Region,Child Family Survey,0,1,1,0,1,0,0,1
FAM-01967,Central New York,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01968,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01969,Hudson Valley,Family/Guardian Survey,1,1,0,1,1,0,1,1
FAM-01970,Central New York,Child Family Survey,1,0,1,0,1,1,0,0
FAM-01971,Hudson Valley,Adult Family Survey,1,1,0,1,1,0,1,0
FAM-01972,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01973,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01974,North Country,Adult Family Survey,1,1,1,0,0,0,1,0
FAM-01975,Long Island,Adult Family Survey,1,0,1,0,0,0,1,1
FAM-01976,Capital Region,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01977,New York City,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01978,Hudson Valley,Child Family Survey,1,0,1,1,1,1,1,0
FAM-01979,Southern Tier,Adult Family Survey,1,1,0,0,1,0,0,0
FAM-01980,Long Island,Family/Guardian Survey,1,1,0,0,0,1,1,1
FAM-01981,Long Island,Adult Family Survey,0,1,1,1,0,0,1,1
FAM-01982,Long Island,Family/Guardian Survey,1,1,1,1,1,0,1,0
FAM-01983,Central New York,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-01984,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01985,Finger Lakes,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01986,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,0,0
FAM-01987,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01988,Long Island,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-01989,New York City,Family/Guardian Survey,1,0,1,0,1,0,0,0
FAM-01990,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01991,Western New York,Adult Family Survey,1,0,0,1,1,0,0,1
FAM-01992,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01993,New York City,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-01994,Long Island,Family/Guardian Survey,0,0,1,0,1,0,1,1
FAM-01995,Western New York,Adult Family Survey,1,1,0,1,1,1,0,1
FAM-01996,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01997,New York City,Family/Guardian Survey,1,1,1,1,0,1,0,1
FAM-01998,New York City,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-01999,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02000,Capital Region,Child Family Survey,1,1,1,1,0,0,1,0
FAM-02001,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02002,Southern Tier,Adult Family Survey,1,0,1,0,1,0,0,1
FAM-02003,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-02004,Finger Lakes,Child Family Survey,0,1,0,1,1,0,0,1
FAM-02005,New York City,Child Family Survey,1,1,1,0,1,0,1,1
FAM-02006,Central New York,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-02007,Mohawk Valley,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-02008,Western New York,Family/Guardian Survey,1,1,0,0,1,0,1,1
FAM-02009,Southern Tier,Child Family Survey,1,1,1,1,1,0,0,0
FAM-02010,Hudson Valley,Child Family Survey,1,0,1,1,1,0,0,0
FAM-02011,New York City,Adult Family Survey,0,0,1,1,0,1,1,1
FAM-02012,Western New York,Adult Family Survey,1,0,1,1,1,1,0,0
FAM-02013,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-02014,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02015,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-02016,Hudson Valley,Child Family Survey,1,0,0,0,1,1,1,0
FAM-02017,Hudson Valley,Adult Family Survey,0,1,0,1,1,0,1,1
FAM-02018,Hudson Valley,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-02019,Hudson Valley,Child Family Survey,1,0,1,0,1,1,0,1
FAM-02020,Long Island,Family/Guardian Survey,1,0,1,1,0,1,1,0
FAM-02021,Southern Tier,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02022,New York City,Adult Family Survey,1,0,1,1,0,1,1,1
FAM-02023,Capital Region,Child Family Survey,0,1,0,1,0,0,0,0
FAM-02024,Capital Region,Child Family Survey,1,1,0,0,1,0,1,1
FAM-02025,Mohawk Valley,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-02026,Hudson Valley,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02027,New York City,Family/Guardian Survey,1,1,0,1,1,0,1,1
FAM-02028,Western New York,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-02029,Capital Region,Child Family Survey,0,1,1,1,1,1,0,1
FAM-02030,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-02031,Capital Region,Child Family Survey,0,0,0,1,1,1,1,0
FAM-02032,Finger Lakes,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-02033,New York City,Adult Family Survey,1,0,1,0,0,1,1,1
FAM-02034,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02035,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02036,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02037,Long Island,Family/Guardian Survey,1,0,1,1,1,0,1,0
FAM-02038,New York City,Child Family Survey,1,1,1,1,1,1,0,0
FAM-02039,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02040,Mohawk Valley,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-02041,Finger Lakes,Adult Family Survey,0,0,1,1,1,0,1,0
FAM-02042,Hudson Valley,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-02043,Finger Lakes,Adult Family Survey,1,1,0,0,1,0,1,1
FAM-02044,New York City,Family/Guardian Survey,1,1,0,0,1,0,0,1
FAM-02045,New York City,Child Family Survey,1,1,1,0,1,0,1,1
FAM-02046,Southern Tier,Child Family Survey,1,0,1,1,1,0,0,1
FAM-02047,Central New York,Child Family Survey,1,1,1,1,1,0,1,1
FAM-02048,Southern Tier,Family/Guardian Survey,0,1,1,1,1,1,0,0
FAM-02049,New York City,Adult Family Survey,1,0,0,1,1,1,1,1
FAM-02050,Capital Region,Adult Family Survey,1,0,1,0,0,1,0,1
FAM-02051,Long Island,Child Family Survey,1,1,1,0,1,0,1,1
FAM-02052,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02053,New York City,Family/Guardian Survey,1,1,0,1,0,1,1,1
FAM-02054,Western New York,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-02055,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02056,Mohawk Valley,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-02057,New York City,Child Family Survey,1,1,1,1,0,0,0,1
FAM-02058,Capital Region,Family/Guardian Survey,1,0,0,0,1,1,1,1
FAM-02059,Central New York,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02060,New York City,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-02061,Long Island,Family/Guardian Survey,0,1,0,1,0,0,0,1
FAM-02062,North Country,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-02063,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-02064,New York City,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-02065,Mohawk Valley,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-02066,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02067,Western New York,Child Family Survey,1,0,1,1,1,0,1,1
FAM-02068,Long Island,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-02069,New York City,Child Family Survey,1,0,1,1,1,1,1,1
FAM-02070,Hudson Valley,Family/Guardian Survey,1,1,1,0,0,1,0,1
FAM-02071,Central New York,Child Family Survey,0,1,1,0,1,1,0,1
FAM-02072,Western New York,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02073,Finger Lakes,Child Family Survey,0,1,0,1,1,0,1,1
FAM-02074,Hudson Valley,Child Family Survey,1,0,1,0,1,0,1,1
FAM-02075,Southern Tier,Adult Family Survey,0,0,1,1,1,1,0,0
FAM-02076,Mohawk Valley,Child Family Survey,1,1,1,0,0,0,1,1
FAM-02077,Finger Lakes,Child Family Survey,1,1,1,1,0,0,0,1
FAM-02078,Southern Tier,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-02079,Central New York,Adult Family Survey,1,1,1,1,0,1,0,1
FAM-02080,Western New York,Child Family Survey,1,1,1,1,1,1,0,1
FAM-02081,Central New York,Child Family Survey,1,1,1,1,0,1,1,1
FAM-02082,Long Island,Child Family Survey,0,0,1,1,1,0,1,1
FAM-02083,Hudson Valley,Adult Family Survey,1,1,0,1,0,1,0,1
FAM-02084,New York City,Family/Guardian Survey,0,1,1,0,1,0,0,1
FAM-02085,Long Island,Child Family Survey,0,1,1,1,1,1,0,0
FAM-02086,Capital Region,Child Family Survey,0,0,1,1,1,1,1,1
FAM-02087,Western New York,Adult Family Survey,1,0,1,1,1,0,0,0
FAM-02088,Capital Region,Family/Guardian Survey,1,0,0,0,1,0,0,1
FAM-02089,Western New York,Child Family Survey,0,1,1,0,0,0,1,1
FAM-02090,Finger Lakes,Adult Family Survey,0,1,0,1,1,1,1,1
FAM-02091,Hudson Valley,Family/Guardian Survey,0,1,1,0,1,1,1,1
FAM-02092,Capital Region,Adult Family Survey,1,0,0,1,0,0,1,1
FAM-02093,Long Island,Child Family Survey,1,1,1,1,1,0,0,1
FAM-02094,New York City,Child Family Survey,0,1,0,1,1,1,1,1
FAM-02095,New York City,Adult Family Survey,1,1,1,1,0,1,1,0
FAM-02096,Southern Tier,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-02097,Finger Lakes,Family/Guardian Survey,1,1,0,0,1,0,0,1
FAM-02098,Hudson Valley,Child Family Survey,1,0,1,0,0,1,1,1
FAM-02099,Capital Region,Adult Family Survey,1,0,1,1,1,0,1,0
FAM-02100,New York City,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-02101,Hudson Valley,Child Family Survey,1,1,0,1,1,1,0,1
FAM-02102,Southern Tier,Adult Family Survey,1,1,0,0,1,0,0,1
FAM-02103,New York City,Child Family Survey,1,1,1,0,1,1,1,1
FAM-02104,Long Island,Family/Guardian Survey,0,1,0,1,1,1,0,1
FAM-02105,Southern Tier,Child Family Survey,1,1,0,0,1,1,0,1
FAM-02106,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02107,New York City,Child Family Survey,1,1,1,1,1,1,1,0
FAM-02108,New York City,Family/Guardian Survey,1,1,1,1,0,1,0,1
FAM-02109,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02110,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02111,Long Island,Adult Family Survey,1,1,1,1,0,0,0,1
FAM-02112,Finger Lakes,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02113,Hudson Valley,Family/Guardian Survey,0,1,1,1,0,1,1,0
FAM-02114,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02115,Central New York,Child Family Survey,1,1,1,1,0,0,1,0
FAM-02116,Capital Region,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-02117,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02118,Southern Tier,Adult Family Survey,1,0,0,1,1,1,1,1
FAM-02119,Western New York,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02120,Hudson Valley,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-02121,Western New York,Child Family Survey,1,0,1,0,1,1,0,1
FAM-02122,Finger Lakes,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02123,Finger Lakes,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-02124,Long Island,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-02125,Hudson Valley,Family/Guardian Survey,0,0,1,1,0,0,1,1
FAM-02126,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02127,Finger Lakes,Adult Family Survey,0,1,1,1,1,0,1,1
FAM-02128,Finger Lakes,Child Family Survey,1,1,1,1,0,0,0,1
FAM-02129,Capital Region,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-02130,Finger Lakes,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02131,Hudson Valley,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-02132,Mohawk Valley,Child Family Survey,0,1,1,1,1,0,1,1
FAM-02133,Western New York,Family/Guardian Survey,1,0,0,0,1,1,1,1
FAM-02134,Central New York,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02135,New York City,Adult Family Survey,1,1,1,0,1,0,1,0
FAM-02136,Hudson Valley,Child Family Survey,1,1,1,1,1,0,1,1
FAM-02137,Long Island,Child Family Survey,1,1,1,0,0,0,0,1
FAM-02138,Long Island,Family/Guardian Survey,1,1,1,1,0,0,0,0
FAM-02139,Long Island,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-02140,New York City,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-02141,Mohawk Valley,Child Family Survey,1,1,1,0,1,0,0,1
FAM-02142,Long Island,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-02143,New York City,Family/Guardian Survey,0,1,1,0,1,1,1,1
FAM-02144,Long Island,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-02145,Western New York,Family/Guardian Survey,0,1,1,1,1,1,1,0
FAM-02146,Mohawk Valley,Child Family Survey,1,1,1,1,1,1,0,1
FAM-02147,Southern Tier,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-02148,New York City,Child Family Survey,1,1,1,0,1,1,1,1
FAM-02149,Long Island,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-02150,Long Island,Child Family Survey,1,1,0,0,1,0,0,1
FAM-02151,New York City,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-02152,Long Island,Family/Guardian Survey,1,1,1,0,1,0,0,0
FAM-02153,Hudson Valley,Child Family Survey,1,0,1,0,1,1,0,1
FAM-02154,Southern Tier,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02155,Western New York,Adult Family Survey,1,0,0,1,1,1,1,0
FAM-02156,Finger Lakes,Adult Family Survey,1,1,1,1,0,0,1,0
FAM-02157,Hudson Valley,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-02158,Western New York,Family/Guardian Survey,0,1,1,0,1,0,0,1
FAM-02159,Long Island,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-02160,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-02161,Southern Tier,Adult Family Survey,1,1,0,1,1,0,0,1
FAM-02162,Southern Tier,Child Family Survey,0,1,1,0,0,0,1,1
FAM-02163,Central New York,Child Family Survey,1,1,1,0,1,1,1,1
FAM-02164,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,0
FAM-02165,New York City,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-02166,Long Island,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-02167,Central New York,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-02168,New York City,Family/Guardian Survey,1,0,1,0,1,1,0,1
FAM-02169,Long Island,Family/Guardian Survey,1,0,1,1,1,1,1,1
FAM-02170,Southern Tier,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02171,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-02172,Capital Region,Family/Guardian Survey,0,1,1,0,0,0,0,1
FAM-02173,New York City,Adult Family Survey,1,0,1,1,1,1,0,1
FAM-02174,Hudson Valley,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-02175,Capital Region,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-02176,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02177,Finger Lakes,Family/Guardian Survey,0,1,1,1,0,0,1,1
FAM-02178,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,0
FAM-02179,Central New York,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02180,Southern Tier,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-02181,New York City,Child Family Survey,1,1,1,0,1,1,1,1
FAM-02182,Hudson Valley,Adult Family Survey,0,0,0,1,1,1,1,1
FAM-02183,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-02184,Long Island,Child Family Survey,1,1,0,1,1,1,0,1
FAM-02185,New York City,Family/Guardian Survey,1,0,1,0,0,1,1,1
